nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,variacao_a_adicionar,observacao,confianca
Inner Mongolia Acad Agr & Livestock Farming Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Inner Mongolia Acad Agricultural & Livestock Farming Science,Inner Mongolia Acad Agr & Livestock Farming Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
INRAE ISPA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,INRAE ISPA,INRAE ISPA,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Guizhou Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Guizhou Acad Agricultural Science,Guizhou Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Hort Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Hort Research Institute,Hort Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Training Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Training Acad,Natl Training Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
China Acad Telecommun Technol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,China Acad Telecommun Technology,China Acad Telecommun Technol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Hebei Digital Agr Ind Technol Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Hebei Digital Agricultural Ind Technology Research Institute,Hebei Digital Agr Ind Technol Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Chinese Acad Trop Agr Sci CATAS,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Chinese Acad Trop Agricultural Science CATAS,Chinese Acad Trop Agr Sci CATAS,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Res Jute & Allied Fibre Technol ICAR,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Research Jute & Allied Fibre Technology ICAR,Natl Inst Res Jute & Allied Fibre Technol ICAR,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
EMBRAPA Suinos & Aves,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,EMBRAPA Suinos & Aves,EMBRAPA Suinos & Aves,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Nepal Acad Sci & Technol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Nepal Acad Science & Technology,Nepal Acad Sci & Technol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
BRIC Natl Inst Plant Genome Res,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,BRIC National Institute Plant Genome Research,BRIC Natl Inst Plant Genome Res,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Hubbs SeaWorld Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Hubbs SeaWorld Research Institute,Hubbs SeaWorld Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Meio Ambiente,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Meio Ambiente,Embrapa Meio Ambiente,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Agrophys Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Agrophys Research Institute,Agrophys Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Hydrol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Hydrol,Natl Inst Hydrol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Corp Colombiana Invest Agr AGROSAVIA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Corporación Colombiana de Investigación Agropecuaria,Corp Colombiana Invest Agr AGROSAVIA,Unificar grafia.,Alta
Chongqing Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Chongqing Acad Agricultural Science,Chongqing Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
French Natl Inst Agr Res INRA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,French National Institute Agricultural Research INRA,French Natl Inst Agr Res INRA,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Flanders Res Inst Agr Fisheries & Food,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Flanders Research Institute Agricultural Fisheries & Food,Flanders Res Inst Agr Fisheries & Food,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Amazonian Res INPA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Amazonian Research INPA,Natl Inst Amazonian Res INPA,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Materno Perinatal,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Materno Perinatal,Inst Nacl Materno Perinatal,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Soil & Water Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Soil & Water Research Institute,Soil & Water Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Parasitol Dr Mario Fatala Chaben,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Parasitol Dr Mario Fatala Chaben,Inst Nacl Parasitol Dr Mario Fatala Chaben,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Space Res Inst NASU SSAU,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Space Research Institute NASU SSAU,Space Res Inst NASU SSAU,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Chinese Acad Labour & Social Secur,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Chinese Acad Labour & Social Secur,Chinese Acad Labour & Social Secur,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Genet Resources & Biotechnol Cenargen Embr,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Genet Resources & Biotechnol Cenargen Embr,Embrapa Genet Resources & Biotechnol Cenargen Embr,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Vietnam Acad Water Resources,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Vietnam Acad Water Resources,Vietnam Acad Water Resources,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ICAR Natl Dairy Res Inst NDRI Karnal,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ICAR National Dairy Research Institute NDRI Karnal,ICAR Natl Dairy Res Inst NDRI Karnal,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Food Technol Entrepreneurship & Managem,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Food Technology Entrepreneurship & Managem,Natl Inst Food Technol Entrepreneurship & Managem,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Yunnan Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Yunnan Acad Agricultural Science,Yunnan Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Acad Agricultural Science,Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Kenya Agr Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Kenya Agricultural Research Institute,Kenya Agr Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Tokyo Metropolitan Ind Technol Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Tokyo Metropolitan Ind Technology Research Institute,Tokyo Metropolitan Ind Technol Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Pesquisas Amazonia INPA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Pesquisas Amazonia INPA,Inst Nacl Pesquisas Amazonia INPA,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
KUOPIO RES INST EXERCISE MED,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,KUOPIO Research Institute EXERCISE MED,KUOPIO RES INST EXERCISE MED,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CSIR Adv Mat & Proc Res Inst AMPRI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CSIR Adv Mat & Proc Research Institute AMPRI,CSIR Adv Mat & Proc Res Inst AMPRI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Tokyo Natl Res Inst Cultural Properties,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Tokyo National Research Institute Cultural Properties,Tokyo Natl Res Inst Cultural Properties,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ALL RUSSIAN VEGETABLE GROWING RES INST,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ALL RUSSIAN VEGETABLE GROWING Research Institute,ALL RUSSIAN VEGETABLE GROWING RES INST,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Uganda Virus Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Uganda Virus Research Institute,Uganda Virus Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
INIAV Natl Inst Agr & Vet Res,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,INIAV National Institute Agricultural & Vet Research,INIAV Natl Inst Agr & Vet Res,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Acad Mil Med Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Acad Mil Med Science,Acad Mil Med Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Anim Prod Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Anim Prod Research Institute,Anim Prod Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Res Inst Anim Prod,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Research Institute Anim Prod,Natl Res Inst Anim Prod,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Hort Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Hort Research Institute,Natl Hort Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Amazonia Ocidental,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Amazonia Ocidental,Embrapa Amazonia Ocidental,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Russian Acad Natl Econ & Publ Adm,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Russian Acad National Econ & Publ Adm,Russian Acad Natl Econ & Publ Adm,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
China Natl Inst Standardizat,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,China National Institute Standardizat,China Natl Inst Standardizat,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CIRAD PRAM,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CIRAD PRAM,CIRAD PRAM,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CIRAD CATIE,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CIRAD CATIE,CIRAD CATIE,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
LLP Kazakh Res Inst Livestock & Fodder Prod,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,LLP Kazakh Research Institute Livestock & Fodder Prod,LLP Kazakh Res Inst Livestock & Fodder Prod,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Invest Forestales Agr & Pecuarias,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Invest Forestales Agricultural & Pecuarias,Inst Nacl Invest Forestales Agr & Pecuarias,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ICAR Indian Vet Res Inst Izatnagar,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ICAR Indian Vet Research Institute Izatnagar,ICAR Indian Vet Res Inst Izatnagar,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Guizhou Acad Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Guizhou Acad Science,Guizhou Acad Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Vegetables,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Vegetables,Embrapa Vegetables,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Brazilian Agr Res Corp Embrapa,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Empresa Brasileira de Pesquisa Agropecuária,Brazilian Agr Res Corp Embrapa,Unificar com EMBRAPA.,Alta
Poltava State Agr Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Poltava State Agricultural Acad,Poltava State Agr Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Vietnam Acad Social Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Vietnam Acad Social Science,Vietnam Acad Social Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Belgrade Business & Arts Acad Appl Studies,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Belgrade Business & Arts Acad Appl Studies,Belgrade Business & Arts Acad Appl Studies,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Biol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Biol,Natl Inst Biol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ACAD ZIEKENHUIS ST JAN,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ACAD ZIEKENHUIS ST JAN,ACAD ZIEKENHUIS ST JAN,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CSIR Natl Geophys Res Inst NGRI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CSIR National Geophys Research Institute NGRI,CSIR Natl Geophys Res Inst NGRI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Henan Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Henan Acad Agricultural Science,Henan Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Sierra Leone Agr Res Inst SLARI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Sierra Leone Agricultural Research Institute SLARI,Sierra Leone Agr Res Inst SLARI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
St Johnsbury Acad Jeju,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,St Johnsbury Acad Jeju,St Johnsbury Acad Jeju,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
KEITH TURNBULL RES INST,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,KEITH TURNBULL Research Institute,KEITH TURNBULL RES INST,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Chinese Acad Chinese Painting,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Chinese Acad Chinese Painting,Chinese Acad Chinese Painting,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Jilin Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Jilin Acad Agricultural Science,Jilin Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Acad Agr Res Management,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Acad Agricultural Research Management,Natl Acad Agr Res Management,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Christ Acad Inst Law,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Christ Acad Institute Law,Christ Acad Inst Law,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Agr & Vet Res INIAV IP,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Agricultural & Vet Research INIAV IP,Natl Inst Agr & Vet Res INIAV IP,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Kazakh Acad Infocommunicat,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Kazakh Acad Infocommunicat,Kazakh Acad Infocommunicat,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Manisa Viticulture Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Manisa Viticulture Research Institute,Manisa Viticulture Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
China Elect Equipment Res Inst Sci & Technology Co,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,China Elect Equipment Research Institute Science & Technology Co,China Elect Equipment Res Inst Sci & Technology Co,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Genet,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Genet,Natl Inst Genet,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Environm,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Environment,Embrapa Environm,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ACAD SINICA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ACAD SINICA,ACAD SINICA,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
DAMO Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,DAMO Acad,DAMO Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Disaster Management Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Disaster Management Research Institute,Natl Disaster Management Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Changsha Technol Res Inst Beidou Ind Safety,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Changsha Technology Research Institute Beidou Ind Safety,Changsha Technol Res Inst Beidou Ind Safety,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Kalsalingam Acad Res & Educ,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Kalsalingam Acad Research & Educ,Kalsalingam Acad Res & Educ,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Chinese Acad Sci SKL MCCS,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Chinese Acad Science SKL MCCS,Chinese Acad Sci SKL MCCS,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Qingdao Acad Intelligent Ind,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Qingdao Acad Intelligent Ind,Qingdao Acad Intelligent Ind,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Hebei Acad Agr & Forestry Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Hebei Acad Agricultural & Forestry Science,Hebei Acad Agr & Forestry Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Sci Educ & Res NISER Bhubaneswar,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Science Educ & Research NISER Bhubaneswar,Natl Inst Sci Educ & Res NISER Bhubaneswar,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Saude Doutor Ricardo Jorg,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Saude Doutor Ricardo Jorg,Inst Nacl Saude Doutor Ricardo Jorg,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Basque Country Res Inst Agr Dev,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Basque Country Research Institute Agricultural Dev,Basque Country Res Inst Agr Dev,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Climate & Environm Res Inst NILU,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Climate & Environment Research Institute NILU,Climate & Environm Res Inst NILU,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ABS Res Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ABS Research Acad,ABS Res Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Syrian Acad Expertise SAE,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Syrian Acad Expertise SAE,Syrian Acad Expertise SAE,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Beijing Acad Forestry & Pomol Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Beijing Acad Forestry & Pomol Science,Beijing Acad Forestry & Pomol Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
IITA Benin,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,IITA Benin,IITA Benin,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Uva & Vinho,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Uva & Vinho,Embrapa Uva & Vinho,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Shanxi Energy Internet Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Shanxi Energy Internet Research Institute,Shanxi Energy Internet Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Vet Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Vet Research Institute,Natl Vet Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Soybeans,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Soybeans,Embrapa Soybeans,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CSIR Cent Elect Engn Res Inst CSIR CEERI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CSIR Cent Elect Engineering Research Institute CSIR CEERI,CSIR Cent Elect Engn Res Inst CSIR CEERI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Agr Engn Res Inst AEnRI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Agricultural Engineering Research Institute AEnRI,Agr Engn Res Inst AEnRI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Malaria Res ICMR,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Malaria Research ICMR,Natl Inst Malaria Res ICMR,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
EEA INTA La Brenas,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,EEA INTA La Brenas,EEA INTA La Brenas,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
EEA INTA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,EEA INTA,EEA INTA,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Arab Acad Sci Technol & Maritime Transport AASTMT,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Arab Acad Science Technology & Maritime Transport AASTMT,Arab Acad Sci Technol & Maritime Transport AASTMT,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Educ,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Educ,Natl Inst Educ,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Kazakh Res Inst Agr & Plant Growing,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Kazakh Research Institute Agricultural & Plant Growing,Kazakh Res Inst Agr & Plant Growing,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Telecomunicacoes,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Telecomunicacoes,Inst Nacl Telecomunicacoes,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Topl Acad Appl studies,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Topl Acad Appl studies,Topl Acad Appl studies,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Ayub Agr Res Inst Faisalabad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Ayub Agricultural Research Institute Faisalabad,Ayub Agr Res Inst Faisalabad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Arid Zone Res Inst Bhakkar,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Arid Zone Research Institute Bhakkar,Arid Zone Res Inst Bhakkar,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ICAR Indian Agr Res Inst Reg Stn,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ICAR Indian Agricultural Research Institute Reg Stn,ICAR Indian Agr Res Inst Reg Stn,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Res Inst Northern Agr,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Research Institute Northern Agricultural,Res Inst Northern Agr,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Amazonia Oriental,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Amazonia Oriental,Embrapa Amazonia Oriental,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ICAR Indian Agr Res Inst IARI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ICAR Indian Agricultural Research Institute IARI,ICAR Indian Agr Res Inst IARI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Victory Christian Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Victory Christian Acad,Victory Christian Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Iranian Natl Inst Oceanog & Atmospher Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Iranian National Institute Oceanog & Atmospher Science,Iranian Natl Inst Oceanog & Atmospher Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
IRRI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,IRRI,IRRI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
IRRI India,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,IRRI India,IRRI India,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Recursos Genet & Biotecnol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Recursos Genet & Biotecnol,Embrapa Recursos Genet & Biotecnol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Soja,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Soja,Embrapa Soja,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Amhara Agr Res Inst ARARI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Amhara Agricultural Research Institute ARARI,Amhara Agr Res Inst ARARI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
