valor_original,ocorrencias,categoria,acao_recomendada,country_name_sugerido,state_sigla_sugerido,state_name_sugerido,postal_code_sugerido,observacao
CA 94559 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94559,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94110 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94110,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 93307 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,93307,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 95929 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,95929,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 60527 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,60527,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 28081 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,28081,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 18503 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,18503,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 18510 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,18510,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MS 39567 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MS,Mississippi,39567,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 76549 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,76549,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94568 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94568,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
SC 29670 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,SC,South Carolina,29670,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33913 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33913,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 02481 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,02481,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 93311 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,93311,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 34946 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,34946,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AR 72205 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AR,Arkansas,72205,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MT 59501 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MT,Montana,59501,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MT 59462 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MT,Montana,59462,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MT 59901 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MT,Montana,59901,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MT 59425 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MT,Montana,59425,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MT 59270 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MT,Montana,59270,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OR 97603 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OR,Oregon,97603,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27420 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27420,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80522,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80522,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MO 64110 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MO,Missouri,64110,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94952 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94952,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98105 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98105,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94704 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94704,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 60510 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,60510,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 10029 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,10029,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OH 44460 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OH,Ohio,44460,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MI 49684 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MI,Michigan,49684,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98004 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98004,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 14456 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,14456,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 79401 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,79401,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 79316 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,79316,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 79016 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,79016,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 79336 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,79336,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 02138 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,02138,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 29117 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,29117,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 77005 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,77005,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TN 38111 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TN,Tennessee,38111,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
DC 20433 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,DC,District of Columbia,20433,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 61625 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,61625,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 02199 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,02199,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IN 46204 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IN,Indiana,46204,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MN 55905 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MN,Minnesota,55905,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AZ 86011 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AZ,Arizona,86011,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OR 97365 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OR,Oregon,97365,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
RI 02881 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,RI,Rhode Island,02881,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98115 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98115,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
ID 83332 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,ID,Idaho,83332,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MS 38753 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MS,Mississippi,38753,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 20910 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,20910,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AK 99801 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AK,Alaska,99801,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 75002 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,75002,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AL 35205 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AL,Alabama,35205,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 19081 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,19081,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OH 45701 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OH,Ohio,45701,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 19141 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,19141,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 90059 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,90059,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 32901 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,32901,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NV 89509 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NV,Nevada,89509,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CT 06901 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CT,Connecticut,06901,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 10577 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,10577,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80401 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80401,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94041 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94041,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33865 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33865,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33852 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33852,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
VA 05461 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,VA,Virginia,05461,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
VT 05753 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,VT,Vermont,05753,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 77024 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,77024,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98164 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98164,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AL 35805 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AL,Alabama,35805,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IA 50131 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IA,Iowa,50131,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
SC 29117 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,SC,South Carolina,29117,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
ME 04473 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,ME,Maine,04473,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AL 36831 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AL,Alabama,36831,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
ME 04240 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,ME,Maine,04240,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 30060 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,30060,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OK 73096 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OK,Oklahoma,73096,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NJ 07111 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NJ,New Jersey,07111,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
VA 23186 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,VA,Virginia,23186,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 14864 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,14864,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MN 55108,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MN,Minnesota,55108,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
DC 20003 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,DC,District of Columbia,20003,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 02540 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,02540,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MO 65401 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MO,Missouri,65401,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 93106 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,93106,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 75684 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,75684,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NJ 07065 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NJ,New Jersey,07065,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 32311 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,32311,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IA 50124 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IA,Iowa,50124,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 42122 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,42122,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 77487 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,77487,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
LA 70118 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,LA,Louisiana,70118,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
SC 29501,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,SC,South Carolina,29501,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 76013 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,76013,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 01063 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,01063,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OR 97070 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OR,Oregon,97070,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NV 89512 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NV,Nevada,89512,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98801 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98801,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 21740 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,21740,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 78754 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,78754,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 77807 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,77807,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98416 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98416,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 93648 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,93648,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
